Date,Actual,Predicted
2024-01-10 04:00:00,62295000.85169078,62022951.2910843
2024-01-11 04:00:00,63900002.46310235,63380692.921996124
2024-01-12 04:00:00,60227000.640571125,64571330.02209664
2024-01-13 04:00:00,58897000.08368493,64905687.5243187
2024-01-14 04:00:00,58763000.28055907,64155053.10106278
2024-01-15 04:00:00,58833999.41927195,62855618.93761159
2024-01-16 04:00:00,59075000.15449525,61360124.43041802
2024-01-17 04:00:00,58649999.87423421,60482226.9332409
2024-01-18 04:00:00,57539001.15573407,59983837.62061597
2024-01-19 04:00:00,57600000.346064575,59402509.59706307
2024-01-20 04:00:00,57506000.33646823,59231595.0908661
2024-01-21 04:00:00,57591999.39775468,58908182.60884286
2024-01-22 04:00:00,55711999.20582772,58619198.44985009
2024-01-23 04:00:00,54052000.35232306,57892017.64130593
2024-01-24 04:00:00,54893999.964535244,56743334.80262757
2024-01-25 04:00:00,55037999.71604348,55844165.767550476
2024-01-26 04:00:00,57887999.84908105,55184530.379772194
2024-01-27 04:00:00,57591999.39775468,55402302.63519288
2024-01-28 04:00:00,57829999.15885926,56278780.050635345
2024-01-29 04:00:00,58717001.01280213,57368096.54557706
2024-01-30 04:00:00,59301000.96714497,58464750.95415116
2024-01-31 04:00:00,59522998.83162976,59425354.60531712
2024-02-01 04:00:00,58852000.31596423,60046692.31843949
2024-02-02 04:00:00,59139999.8189807,60348254.34422494
2024-02-03 04:00:00,59332000.312328346,60358486.84954644
2024-02-04 04:00:00,59074000.65445901,60579218.02091599
2024-02-05 04:00:00,58857000.29015542,60582651.94678307
2024-02-06 04:00:00,59108000.97376109,60547075.68311692
2024-02-07 04:00:00,59516999.35740233,60765604.98559476
2024-02-08 04:00:00,61752999.690949924,61211941.128015526
2024-02-09 04:00:00,64393997.93398381,62096290.843248375
2024-02-10 04:00:00,64006998.4471798,63375205.56783677
2024-02-11 04:00:00,65220000.597596176,64629335.66033841
2024-02-12 04:00:00,66742001.64783002,65782516.24917985
2024-02-13 04:00:00,66662002.060770996,66932356.92453385
2024-02-14 04:00:00,69701001.71303749,68011005.48839569
2024-02-15 04:00:00,71287999.9537468,69207827.61347294
2024-02-16 04:00:00,71989000.78856945,70529705.99555969
2024-02-17 04:00:00,70881000.57017803,71844617.56551266
2024-02-18 04:00:00,71196001.41823292,72948129.92978096
2024-02-19 04:00:00,71950000.49507618,73434911.18752956
2024-02-20 04:00:00,71621001.69849396,73673178.14171314
2024-02-21 04:00:00,71505000.31805038,73831663.22171688
2024-02-22 04:00:00,71844998.56305122,73615820.69408894
2024-02-23 04:00:00,71307999.85051155,73495653.08082104
2024-02-24 04:00:00,71067001.58929825,73293729.33340073
2024-02-25 04:00:00,71083998.0379343,73052147.20582962
2024-02-26 04:00:00,73271997.62964249,72697552.3018837
2024-02-27 04:00:00,78785002.32458115,72675108.08324814
2024-02-28 04:00:00,85450000.08356571,73829283.22410583
2024-02-29 04:00:00,85599999.30930138,76445331.07638359
2024-03-01 04:00:00,87500998.89802933,79511272.69744873
2024-03-02 04:00:00,86637000.38897991,82321945.96767426
2024-03-03 04:00:00,87570998.53670597,84402929.78322506
2024-03-04 04:00:00,92859001.91903116,85750715.99793434
2024-03-05 04:00:00,91773000.59747697,86916974.20358658
2024-03-06 04:00:00,94000000.48267843,87858800.11892319
2024-03-07 04:00:00,94920000.68187715,88724456.21466637
2024-03-08 04:00:00,96497998.47424032,89675589.35558796
2024-03-09 04:00:00,95389998.2558489,90465115.21589758
2024-03-10 04:00:00,97830000.50520898,91112979.26414014
2024-03-11 04:00:00,100600001.05118753,91650205.58559896
2024-03-12 04:00:00,100770000.17368795,92212869.67778207
2024-03-13 04:00:00,103967000.00000001,93047338.40358259
2024-03-14 04:00:00,100936001.29604341,93859021.49736883
2024-03-15 04:00:00,100761999.22537805,94368811.04803087
2024-03-16 04:00:00,99642999.55856802,94605207.65066148
2024-03-17 04:00:00,98810000.39470197,94556994.14396288
2024-03-18 04:00:00,99185000.93305112,94067155.00986578
2024-03-19 04:00:00,95366000.35893919,93421537.36269476
2024-03-20 04:00:00,95938001.36482717,92535074.84292985
2024-03-21 04:00:00,95406999.65250494,91446886.4965439
2024-03-22 04:00:00,93535999.90892412,90669498.12924863
2024-03-23 04:00:00,94574999.98867513,89771848.13630581
2024-03-24 04:00:00,95148999.9946356,89005088.11593056
2024-03-25 04:00:00,99984002.25162508,88565891.96634293
2024-03-26 04:00:00,99922998.11327459,88780250.08797646
2024-03-27 04:00:00,99018999.81069566,89657573.61483574
2024-03-28 04:00:00,100716002.4316311,90327664.16883469
2024-03-29 04:00:00,99414999.74584581,91028605.62741758
2024-03-30 04:00:00,99952997.95842172,91590131.67500497
2024-03-31 04:00:00,100318998.04842474,91894791.16129877
2024-04-01 04:00:00,99626997.66194822,92124498.04091455
2024-04-02 04:00:00,96336000.3000498,92082459.66315271
2024-04-03 04:00:00,96385000.54192545,91908378.42416765
2024-04-04 04:00:00,99176999.98474123,91401087.6235962
2024-04-05 04:00:00,97999999.6277094,90999001.62386896
2024-04-06 04:00:00,98675998.11756612,90862065.17088415
2024-04-07 04:00:00,99705997.748971,90834420.58324815
2024-04-08 04:00:00,102245999.48215486,91040416.55111314
2024-04-09 04:00:00,99018999.81069566,91513902.47917177
2024-04-10 04:00:00,99377998.45242502,91853316.8578148
2024-04-11 04:00:00,100558002.25758554,91845672.16694357
2024-04-12 04:00:00,99810999.68099596,91743168.98500921
2024-04-13 04:00:00,99917001.11305715,91799333.9598179
2024-04-14 04:00:00,96883998.46100809,91760967.01288225
2024-04-15 04:00:00,96006002.00343134,91433675.2831936
2024-04-16 04:00:00,94879001.3883114,90806424.68619348
2024-04-17 04:00:00,91825998.83949758,90241439.97263908
2024-04-18 04:00:00,93151998.92222883,89243884.50825214
2024-04-19 04:00:00,93731001.37639047,88148412.67645359
2024-04-20 04:00:00,94743999.61113931,87410865.76604843
2024-04-21 04:00:00,94651001.5755892,87025325.94513893
2024-04-22 04:00:00,96269998.66151811,87022896.46732807
2024-04-23 04:00:00,96700001.38998033,87188011.89410686
2024-04-24 04:00:00,93239999.45759775,87744139.65189457
2024-04-25 04:00:00,92973998.85141851,88069986.55974865
2024-04-26 04:00:00,92038001.70361997,87809587.11218834
2024-04-27 04:00:00,91099001.10769273,87306393.27216148
2024-04-28 04:00:00,91439998.85272981,86527218.66965294
2024-04-29 04:00:00,89991000.8893013,85891125.96094608
2024-04-30 04:00:00,86777999.16636944,85257972.37610817
2024-05-01 04:00:00,83896000.18811226,84597312.74819374
2024-05-02 04:00:00,83831997.54965305,83694120.97287178
2024-05-03 04:00:00,87275997.58541584,82269165.43853283
2024-05-04 04:00:00,90219000.7020235,81348947.52645493
2024-05-05 04:00:00,90053999.07970428,81395909.18409824
2024-05-06 04:00:00,89250000.26094913,82046648.03195
2024-05-07 04:00:00,88939002.36105919,82921032.43494034
2024-05-08 04:00:00,87660998.07214737,83571509.03773308
2024-05-09 04:00:00,86746999.82118607,83824654.68800068
2024-05-10 04:00:00,85799998.27694893,83431964.97821808
2024-05-11 04:00:00,86150001.41835213,82666595.3514576
2024-05-12 04:00:00,86677000.18250942,82052684.61632729
2024-05-13 04:00:00,87809997.7978468,81836901.46493912
2024-05-14 04:00:00,86125998.57342243,81980403.94043922
2024-05-15 04:00:00,91604000.9750128,82209210.2804184
2024-05-16 04:00:00,90682001.77574159,83272401.2298584
2024-05-17 04:00:00,92539998.12281133,84558634.07599926
2024-05-18 04:00:00,92895998.26443197,85808068.49753857
2024-05-19 04:00:00,92558998.51953985,86748508.96728039
2024-05-20 04:00:00,94890000.83673002,87315042.41108894
2024-05-21 04:00:00,96181998.12614919,87822244.14730072
2024-05-22 04:00:00,96056001.74534322,88612868.46804619
2024-05-23 04:00:00,93602001.5474558,89211455.18529415
2024-05-24 04:00:00,95710001.55210496,89757983.78431797
2024-05-25 04:00:00,96277000.10979177,90075636.77108288
2024-05-26 04:00:00,96154002.22909452,90335120.83494663
2024-05-27 04:00:00,96442001.73211099,90499706.82358743
2024-05-28 04:00:00,94448998.65984918,90518558.7797165
2024-05-29 04:00:00,93592001.59907342,90390157.66119958
2024-05-30 04:00:00,95964997.7618456,90014944.35799122
2024-05-31 04:00:00,94405000.86617471,89782412.15896606
2024-06-01 04:00:00,94744999.11117555,89323636.6943121
2024-06-02 04:00:00,95118000.64945222,88975271.34752274
2024-06-03 04:00:00,96472001.57725812,88822140.02513885
2024-06-04 04:00:00,97563999.89902975,88881006.61885738
2024-06-05 04:00:00,98385999.61447717,89237407.55009651
2024-06-06 04:00:00,98771000.1012087,89660507.7906847
2024-06-07 04:00:00,97536998.55399133,90218664.23666477
2024-06-08 04:00:00,98056001.31785871,90737033.65397455
2024-06-09 04:00:00,98207999.54366685,90940392.32718946
2024-06-10 04:00:00,97658002.38263609,90968690.053463
2024-06-11 04:00:00,94838002.09474565,90750462.58020402
2024-06-12 04:00:00,96521001.81913377,90210277.34279633
2024-06-13 04:00:00,94772999.9562502,89785885.668993
2024-06-14 04:00:00,93403002.07984449,89282058.48240852
2024-06-15 04:00:00,93797997.56693842,88614115.3690815
2024-06-16 04:00:00,94305001.38235094,87894119.08555031
2024-06-17 04:00:00,94080000.06973745,87402365.06772041
2024-06-18 04:00:00,91365001.71387197,87009274.56831932
2024-06-19 04:00:00,91643001.26850607,86432454.19096947
2024-06-20 04:00:00,91964998.61681463,85604838.47284317
2024-06-21 04:00:00,90559998.4470606,84993040.54224491
2024-06-22 04:00:00,90914999.088645,84438263.59391212
2024-06-23 04:00:00,90673001.32739545,83973649.46568012
2024-06-24 04:00:00,85301000.35786629,83690207.0890665
2024-06-25 04:00:00,87670998.02052975,82818143.30744743
2024-06-26 04:00:00,86240000.95379353,81993080.76763153
2024-06-27 04:00:00,87198001.94644928,80998607.919693
2024-06-28 04:00:00,85719998.68988991,80310749.0259409
2024-06-29 04:00:00,85883001.31213665,79927707.955122
2024-06-30 04:00:00,86580998.6988306,79610945.61195374
2024-07-01 04:00:00,89326001.8478632,79506171.28884792
2024-07-02 04:00:00,87568000.03659725,80054817.64042377
2024-07-03 04:00:00,85400999.84169006,80400501.16038322
2024-07-04 04:00:00,83190001.8531084,80532534.12556648
2024-07-05 04:00:00,80628001.22308731,79986539.91270065
2024-07-06 04:00:00,82318002.39574909,78910627.60388851
2024-07-07 04:00:00,81286998.316288,77619426.94568634
2024-07-08 04:00:00,79999998.52705002,76437246.01173401
2024-07-09 04:00:00,81810998.58033657,75531669.29078102
2024-07-10 04:00:00,81758999.8383522,75321912.82773018
2024-07-11 04:00:00,81737000.94151497,75469868.52121353
2024-07-12 04:00:00,82052001.78956985,75693222.14317322
2024-07-13 04:00:00,82389001.53446198,75970519.07896996
2024-07-14 04:00:00,84308002.0198822,76044590.93809128
2024-07-15 04:00:00,89089001.58679485,76549021.78311348
2024-07-16 04:00:00,90559998.4470606,77787857.54585266
2024-07-17 04:00:00,90303997.78926373,79383079.39577103
2024-07-18 04:00:00,89429999.33183193,81191417.4143076
2024-07-19 04:00:00,93278999.75109102,82649569.21470165
2024-07-20 04:00:00,94429998.26312067,84138087.01372147
2024-07-21 04:00:00,93816997.96366693,85509683.10058117
2024-07-22 04:00:00,94249999.19223787,86483220.87597847
2024-07-23 04:00:00,92519998.22604658,87131164.09254074
2024-07-24 04:00:00,92000000.91016294,87460618.10696125
2024-07-25 04:00:00,90743000.9660721,87357412.30618954
2024-07-26 04:00:00,94348999.1760254,86802437.4370575
2024-07-27 04:00:00,95941999.36497213,86271059.67521667
2024-07-28 04:00:00,95199999.23658372,86323132.63750076
2024-07-29 04:00:00,94384001.46937372,86678801.26178265
2024-07-30 04:00:00,92196001.87766553,86928473.40202332
2024-07-31 04:00:00,92985997.79987337,86752511.91544533
2024-08-01 04:00:00,88778998.23892117,86309951.11227036
2024-08-02 04:00:00,88709998.10028076,85405141.33441448
2024-08-03 04:00:00,85160001.58047676,84002110.47661304
2024-08-04 04:00:00,83292000.33700466,82332361.54973507
2024-08-05 04:00:00,76348998.07536602,80506517.43650436
2024-08-06 04:00:00,80687001.41334534,78015011.24715805
2024-08-07 04:00:00,78410001.786232,75920806.32221699
2024-08-08 04:00:00,83332000.13053417,74218652.81248093
2024-08-09 04:00:00,84888998.52609634,74039207.91983604
2024-08-10 04:00:00,85649999.05121326,74740619.44031715
2024-08-11 04:00:00,84657000.71322918,76120622.21312523
2024-08-12 04:00:00,82222000.91207027,77266098.73485565
2024-08-13 04:00:00,84781997.59399891,78049964.06030655
2024-08-14 04:00:00,82731998.27957153,77989400.2957344
2024-08-15 04:00:00,81436997.54202366,78019746.50228024
2024-08-16 04:00:00,82912002.29847431,77530451.65038109
2024-08-17 04:00:00,82766001.0728836,77305267.26102829
2024-08-18 04:00:00,82930997.74718285,77255084.44237709
